"case","prediction","Event_1","Event_2","Event_3","Event_4","Event_5","Event_6","Event_7","Event_8","Event_9","Event_10","Event_11","Event_12","Event_13","Event_14","Event_15","Event_16","Event_17","Event_18","Event_19","Event_20","Event_21","Event_22","Event_23","Event_24","Event_25","Event_26","Event_27","Event_28","Event_29","Event_30","Event_31","Event_32","Event_33","Event_34","Event_35","Event_36","Event_37","Event_38","Event_39","Event_40"
"GDS_8425","CMS1",0.659745452111528,0.517189097026108,0.742576014380322,0.32338745368083,0.1922090841929,0.131716268658834,0.340971814959349,0.408048863142718,0.322080089546934,0.615720068469377,0.341688045750737,0.451239700542274,0.00889607099816203,0.884891190333292,0.381176769267768,0.876382765127346,0.562825738219544,0.765876513905823,0.639549105428159,0.0607971262652427,0.433354136068374,0.910182082559913,0.833890979643911,0.776918705785647,0.545266523491591,0.295277687720954,0.656725327018648,0.242717162938789,0.823103036498651,0.660200713668019,0.476205287501216,0.48595158662647,0.763820157852024,0.365781490225345,0.314635675400496,0.971239585196599,0.249098380561918,0.576666066190228,0.674610486952588,0.327832981711254
"RKB_10952","CMS1",0.862257155935922,0.718546007064204,0.610079830618814,0.340131854088097,0.250318174784679,0.315059006046399,0.313859547952816,0.385570749362868,0.638354479688857,0.619431881871267,0.281945016369793,0.353304513598761,0.109391391510144,0.0215240705292672,0.262615580111742,0.240692018298432,0.708478190470487,0.847672632429749,0.293611459666863,0.411547541152686,0.723786145914346,0.673394952900708,0.323327557882294,0.454337226925418,0.697408346226439,0.128896052250639,0.100394392386079,0.320604899898171,0.708618741482496,0.230004652403295,0.923142969142646,0.199485141085461,0.487897400744259,0.943255489459261,0.317304225871339,0.457127300323918,0.647533732000738,0.510007811710238,0.307680360972881,0.609963631257415
"VTF_10352","CMS1",0.63220946639146,0.616504024232119,0.764242809435226,0.254286649657029,0.112351302541049,0.476339818919105,0.481371236877778,0.331339293138165,0.380189136290864,0.319722226248318,0.537745646305823,0.49226025005919,0.670716581400484,0.739214018918574,0.181147316470742,0.376408753683791,0.358064538100734,0.873458741465583,0.76295339781791,0.00537647772580385,0.8172976244241,0.984844271792099,0.679573840694502,0.247194205410779,0.317996744764969,0.387724680127576,0.118454810464755,0.248701075557619,0.855625718366355,0.504586857743561,0.367529768263921,0.835869092959911,0.691441009985283,0.870394966797903,0.496951967710629,0.46452140621841,0.476295152911916,0.431723614456132,0.405091013992205,0.303721531992778
"ARS_10561","CMS1",0.870983989449206,0.764896223151064,0.668279334269846,0.28245035124661,0.338337278058261,0.570878656202499,0.457477050808468,0.756055143157915,0.0483474185981872,0.191653508683449,0.33726660190447,0.228339073166852,0.360779183683917,0.19850168004632,0.951632822630927,0.811046836199239,0.87851845799014,0.708473294973373,0.134074563160539,0.906864406075329,0.0247793139424175,0.793641797499731,0.897341504925862,0.172130760271102,0.32635198882781,0.0973665725905448,0.448424430331215,0.653748766984791,0.153562635416165,0.760653908364475,0.348726040218025,0.449895058060065,0.627945106010884,0.474804597441107,0.319651229307055,0.599544393131509,0.638034013099968,0.395947228884324,0.939568338217214,0.0340650388970971
"HEO_11046","CMS1",0.907125227444786,0.49812778515413,0.574550134916342,0.184538860836653,0.344661218057717,0.596067549284138,0.522948060206662,0.447224430971907,0.627231628099462,0.351955737357065,0.369145499479932,0.499325775192673,0.942323622759432,0.268283137120306,0.545106663834304,0.783275463851169,0.812734135659412,0.290665006265044,0.453567480668426,0.716948095709085,0.591795742278919,0.560027523664758,0.971140249632299,0.543837317498401,0.85662741609849,0.047885702457279,0.389327686512843,0.546297371387482,0.0926140004303306,0.943127401871607,0.38807165902108,0.319861303083599,0.477385554695502,0.312916045775637,0.915020908694714,0.269665644969791,0.326303239911795,0.36745280213654,0.651951025705785,0.333462014328688
"BFS_52107","CMS1",0.660710758645893,0.717529041017106,0.609895783697544,0.446685194882363,0.388378694848061,0.703222602219971,0,0.314143040817288,0.619219516559263,0.43811152550713,0.368848868365667,0.262105115288111,0.81010774592869,0.336677947081625,0.102714531356469,0.534144797828048,0.023072182899341,0.335574941709638,0.169582491274923,0.337637671036646,0.339463226962835,0.507786378264427,0.022173221455887,0.922411172883585,0.596906104823574,0.971092209918424,0.383487150073051,0.181496619945392,0.834336763015017,0.528874643612653,0.418223476037383,0.344801993109286,0.763162346323952,0.892257454339415,0.332173785893247,0.0298378227744251,0.822378399549052,0.888264589942992,0.841061596758664,0.75241294526495
"MRV_1267","CMS1",0.626242530844026,0.557096998732571,0.612211099700966,0.484002731904157,0.219137964025253,0.45915012112226,0.307021611190781,0,0.220128838587593,0.375754281016919,0.31767549022833,0.320894425136702,0.15661784238182,0.598127400502563,0.0674974431749433,0.620819778181612,0.962131437845528,0.987181066069752,0.771860941313207,0.813023073598742,0.967421086505055,0.776673424988985,0.923656672472134,0.826136527117342,0.383060370571911,0.0706063939724118,0.718679246259853,0.552247063489631,0.9409825487528,0.103700287407264,0.640942420810461,0.711224948754534,0.512330808676779,0.318804969545454,0.176928476896137,0.969199197134003,0.380204014945775,0.601049507502466,0.804457416990772,0.24219275615178
"AFI_57108","CMS1",0.685543511437518,0.500860967979908,0.502556762791308,0.0483202556847084,0.316141561060587,0.472055249336535,0.3267493482837,0.518467874395702,0.190420665263927,0.360686803844272,0.466546319258671,0.451824003956536,0.744347504805773,0.0797924506478012,0.435411988291889,0.731691790977493,0.0146190216764808,0.37910560821183,0.0991852844599634,0.110812665428966,0.44129468454048,0.990248205838725,0.947327536530793,0.0230989253614098,0.549683982739225,0.0424914183095098,0.617232121061534,0.57478680065833,0.649474319303408,0.0753730947617441,0.716935101663694,0.0377103823702782,0.809076298493892,0.293376271612942,0.758752304827794,0.149643192067742,0.312212113523856,0.448448668466881,0.380286533851177,0.748651157366112
"CQP_8654","CMS1",0.629821432070283,0.654168260730408,0.618771168691316,0.404829907006782,0.549390073410732,0.5076842244285,0.496494076562036,0.385915378796146,0.25222734469579,0.465008100202911,0.681289029208399,0.27839431494516,0.861613784916699,0.297757447930053,0.47127315052785,0.522597910836339,0.888011733768508,0.211011744337156,0.936445328174159,0.514540629927069,0.0764280175790191,0.396549062337726,0.759619242278859,0.288027542177588,0.787236316828057,0.967464034678414,0.875378641532734,0.768132330616936,0.57666445709765,0.326293040299788,0.20701174903661,0.26539165712893,0.877805188996717,0.986751031596214,0.94949837657623,0.920753651764244,0.703824792522937,0.130272760055959,0.0344432692509145,0.584186772117391
"TCY_1854","CMS1",0.865204051176893,0.483614171085824,0.561592483712561,0.218921894019454,0.344034061751962,0.468273644683573,0.501783302404515,0.225110794809122,0.436684420245914,0.284834902228849,0.18098673691175,0.307783910737456,0.277583223069087,0.330412487965077,0.935454907827079,0.0918452020268887,0.407685236306861,0.392688806168735,0.233808004762977,0.683694008504972,0.746364866616204,0.133219997398555,0.804942854680121,0.842198772123083,0.508651468669996,0.714165604673326,0.17788705509156,0.12545526959002,0.305212480481714,0.852501524845138,0.781117609236389,0.0636581641156226,0.488383630756289,0.944335425039753,0.0968447595369071,0.333120660390705,0.178373545408249,0.773186053615063,0.210960616357625,0.247625514632091
"HKW_2759","CMS1",0.640926691711196,0.591545092299039,0.526501921467375,0.197930684002119,0.229651054518677,0.356156378629441,0.462308523441263,0.441831092043931,0.437079521861699,0.305277323113299,0.475008613642434,0.417408072760853,0.135788533603773,0.347784214653075,0.201346727088094,0.684795628301799,0.194936350220814,0.878638179041445,0.808245304506272,0.699307727860287,0.171199393691495,0.468145282473415,0.252771943574771,0.654295662185177,0.230689234565943,0.404005562653765,0.943853367352858,0.90035989228636,0.21725113876164,0.173603654140607,0.730742272688076,0.108440511394292,0.967369052581489,0.54248042171821,0.905789928743616,0.537516479147598,0.493097702972591,0.0539147343952209,0.695882957661524,0.262954933336005
"SWZ_2314","CMS1",0.912560677833991,0.60159150862699,0.685782356593934,0.215799876248093,0.52190322781987,0.533375649034653,0.452616698254886,0.310923442223942,0.352518908915911,0.462596388053119,0.368315489631507,0.327823577454247,0.55131190083921,0.13117720070295,0.550682703964412,0.431807545246556,0.916205258574337,0.133405064232647,0.0409885896369815,0.145644248463213,0.950208547757939,0.319388852920383,0.475824451074004,0.501581642078236,0.326228612102568,0.227849437855184,0.956691216677427,0.0594841968268156,0.171601503388956,0.661979576339945,0.593754563014954,0.470426187617704,0.0965351699851453,0.0712964583653957,0.317630674690008,0.499403073685244,0.394400918157771,0.135002942755818,0.954689478036016,0.242286541266367
"GUT_81046","CMS1",0.693815398604759,0.58697152875578,0.576719586970418,0.52318590725447,0.34348899224007,0.188831459012496,0.510100831988841,0.457448026157025,0.43735847950135,0.354459534986499,0.56137596162132,0.113591153232736,0.066385168582201,0.518651637714356,0.304588748142123,0.307632767595351,0.832475232891738,0.634779210668057,0.77411693544127,0.718436240684241,0.848519601393491,0.682138574309647,0.990853678900748,0.0935476706363261,0.92831969843246,0.968975208234042,0.387499362463132,0.763387134065852,0.0758391378913075,0.272449114359915,0.0315966873895377,0.236181314801797,0.806815430521965,0.493434708332643,0.7656901916489,0.254068153910339,0.390703536570072,0.88615236710757,0.147304663201794,0.567474524024874
"RFN_2176","CMS1",0.845394740794626,0.49633302219741,0.890625423373117,0.15015863067047,0.134236180881766,0.199854859492711,0.304364991070763,0.632096954761509,0.277926231678041,0.421213641222521,0.4274749274644,0.407244059835634,0.918545716674998,0.399074124637991,0.220179400639609,0.451083594700322,0.141266297083348,0.231808584416285,0.149736067745835,0.731731055770069,0.899513869080693,0.39657595497556,0.39661145885475,0.090581270866096,0.336919600144029,0.60522575979121,0.150432364083827,0.479986587772146,0.5034573902376,0.0568017200566828,0.41897817607969,0.575567994033918,0.106911295326427,0.491611606674269,0.218867844901979,0.119705686811358,0.526317754993215,0.718503812793642,0.442894778680056,0.82625092449598
"NXU_7563","CMS1",0.710205395556035,1,0.29741515792573,0,0.0651309728387143,0.374330600166866,0.246381165248047,0.63332963031706,0.555095846085693,0.423089360139239,0.202028408785302,0.595665615620158,0.380141671048477,0.402201093267649,0.901181834982708,0.0783943280111998,0.711189591092989,0.446074731415138,0.770882653770968,0.311953105032444,0.0429905727505684,0.910084553994238,0.0951128120068461,0.864596236264333,0.456460370915011,0.316533117089421,0.531177897006273,0.037353603169322,0.03726272797212,0.258034222526476,0.440644934074953,0.203400655416772,0.678832945181057,0.140053228242323,0.320196175016463,0.597471574321389,0.682146388571709,0.963644732953981,0.265588999027386,0.950289588421583
"CYO_74110","CMS1",0.923495378736298,0.511100572507404,0.763295569897469,0.401934624022949,0.601589700719963,0.131082560755778,0.370848540722689,0.345003141539093,0.438596314622173,0.553860226291958,0.334402747204069,0.32505605133909,0.828272253507748,0.726950351381674,0.148541318252683,0.351995494915172,0.625138877192512,0.154728805879131,0.382576911710203,0.00286189955659211,0.971617077477276,0.193153199274093,0.540005368879065,0.593120195902884,0.597027722047642,0.529528718907386,0.662128330208361,0.709802074590698,0.202374638989568,0.751577660208568,0.176454550586641,0.653619272634387,0.649738553445786,0.624191729119048,0.576057974481955,0.113185599446297,0.551377270370722,0.279167694738135,0.215704658068717,0.46341741643846
"GVB_9152","CMS1",0.63505868647568,0.513121671865545,0.728505214514464,0.475591383041698,0.161444701009066,0.410857196406511,0.34832922004361,0.333577833504521,0.241718032784523,0.273958259282312,0.499825589825524,0.18186461814485,0.502145411912352,0.31830466282554,0.590569510823116,0.904077999293804,0.196964601520449,0.0654163919389248,0.661196816945449,0.968443980673328,0.483814408537,0.818369864253327,0.501500036101788,0.0261629337910563,0.192421651212499,0.464619743172079,0.36829975200817,0.262482195859775,0.857662640046328,0.000768235418945551,0.882269799010828,0.341015022946522,0.232062392635271,0.748371581081301,0.578711942071095,0.708188577787951,0.564473659731448,0.586283998331055,0.343684166437015,0.00759847927838564
"SHN_10593","CMS1",0.312755592711305,0.646496686059578,0.596722721575193,0.432307288455749,0.249772033721395,0.371550540142438,0.162665326426421,0.302601824349563,0.32560158972567,0.369008257485658,0.268319366720974,0.539665594867585,0.157037527067587,0.16317994450219,0.287724174093455,0.137038457207382,0.705880300141871,0.946034475928172,0.968403728911653,0.949727567611262,0.513259805971757,0.527322455542162,0.0315291020087898,0.225405818782747,0.215409821365029,0.824985610786825,0.28856350434944,0.465513202827424,0.109615208348259,0.289661287795752,0.972376452758908,0.116170852445066,0.0106967235915363,0.0680314202327281,0.125202880473807,0.600921525387093,0.018782104132697,0.52144736959599,0.636543174507096,0.613601446850225
"TFH_2145","CMS1",0.590925041558451,0.641981233250944,0.469727663807528,0.464244987740728,0.432468749889146,0.342278670058093,0.450379109296068,0.445146453285724,0.445179143608522,0.49066220962809,0.363116433825339,0.296426061459418,0.21565080457367,0.925443135201931,0.0420837623532861,0.445634525036439,0.0243298765271902,0.91802852624096,0.323843960650265,0.185679338173941,0.758870139718056,0.482440317282453,0.177389671094716,0.363304398255423,0.468804504955187,0.0776871333364397,0.322032949421555,0.368770356755704,0.059847297379747,0.178577664541081,0.948217424098402,0.684275913750753,0.511895348550752,0.468208829406649,0.989676279015839,0.00535784964449704,0.253974761813879,0.782636157935485,0.691475853323936,0.566065157065168
"GSQ_4628","CMS1",0.902460180804093,0.538715674207346,0.551972060049974,0.458388906422814,0.269938942167673,0.302488906260839,0.269916369929605,0.371574943072097,0.231823587538645,0.460063609762867,0.074791844165352,0.252942172595844,0.323915685992688,0.749556679744273,0.518530419562012,0.487086682347581,0.489827586803585,0.659663343569264,0.898079872597009,0.487827502191067,0.532211126759648,0.573476683581248,0.946313892723992,0.00674510048702359,0.162427536444739,0.80323495506309,0.847135723335668,0.86163776461035,0.000822097063064575,0.26987559790723,0.393938730005175,0.709689245093614,0.369232067139819,0.765644620638341,0.110788935562596,0.472361059393734,0.805728493724018,0.55441339337267,0.699651277856901,0.0977575334254652
"PLV_95101","CMS1",0.581733737477613,0.926063812192659,0.722824326591242,0.350055138657,0.0059695565721787,0.292207156523755,0.362304450990699,0.371731491685801,0.371594396437129,0.440720011408652,0.0226295871873884,0.160270196197034,0.46830337238498,0.780847602523863,0.311672284733504,0.067684868350625,0.0136256606783718,0.175459549296647,0.0733368713408709,0.549466388765723,0.516559047158808,0.0856806691735983,0.682156460126862,0.0814505370799452,0.158325236057863,0.345926482463256,0.880492788972333,0.326371771516278,0.131911339936778,0.451266735326499,0.913029677933082,0.122993485303596,0.0189400389790535,0.818175604566932,0.429224867839366,0.775056185433641,0.266439405269921,0.106868806760758,0.898074398050085,0.859060920774937
"BZH_52610","CMS1",0.888313866173895,0.764864749019954,0.6391060595529,0.335067189916968,0.262507410534811,0.286013489237145,0.365199672768718,0.696102351594334,0.268619682527299,0.413544601029023,0.347306624713669,0.313741161526833,0.548975656740367,0.671734834322706,0.87680610618554,0.876807139255106,0.370929211378098,0.485084125539288,0.257300789700821,0.951169487088919,0.338229788700119,0.221479861997068,0.970286081079394,0.799122037598863,0.485124185681343,0.856358476914465,0.121031120186672,0.492531359195709,0.253973004641011,0.33438323601149,0.998971294378862,0.0842369713354856,0.715433060191572,0.195818034932017,0.200369661906734,0.673289572121575,0.744951371802017,0.569419872015715,0.0365472487173975,0.156233158428222
"COV_7438","CMS1",0.794289479606155,0.658622584019852,0.6893700989668,0.292635381473642,0.113332672299419,0.23165601769379,0.323310560996556,0.500292867448137,0.533083995427386,0.367240794554187,0.230275475132939,0.487039804267671,0.818852024618536,0.318278582999483,0.505181499058381,0.656734487274662,0.750637955730781,0.439087647246197,0.797110311221331,0.0540532390587032,0.168138975743204,0.0185192979406565,0.271530834725127,0.0282495121937245,0.203320673201233,0.674123264383525,0.495448424713686,0.839356780052185,0.958669957239181,0.0086132709402591,0.21666891197674,0.783301902702078,0.701313751749694,0.469159556785598,0.200012339046225,0.356486123520881,0.540831495309249,0.577970461221412,0.577493503689766,0.106274840887636
"GHB_4178","CMS1",0.727429879554604,0.743071923604569,0.693710274465266,0.295004406165977,0.110846877342233,0.446133462999004,0.439920075853127,0.235510213841696,0.170288637228115,0.444028998174586,0.399206000382448,0.142830338753496,0.743719848804176,0.932131462497637,0.860115202376619,0.0490092430263758,0.524139427579939,0.999065102310851,0.45045233424753,0.629218124551699,0.88427816121839,0.0106924355495721,0.952405883464962,0.158302179537714,0.994321934878826,0.712609910173342,0.531325455289334,0.201262042624876,0.783914294093847,0.139145613647997,0.307669113855809,0.375875202938914,0.670557274017483,0.20404446288012,0.181417104788125,0.288245944771916,0.801374315749854,0.735346792731434,0.0218310486525297,0.966839629923925
"MQJ_34510","CMS1",0.696859024797065,0.713070462695241,0.646965639070858,0.303311533476334,0.170199314982284,0.354573435720395,0.559189780054201,0.472124972911565,0.125111313365896,0.338771462748964,0.573753282640666,0.13315956833717,0.346165045630187,0.161757435416803,0.751275747083127,0.14521808270365,0.226607143878937,0.388324510538951,0.316247880226001,0.181696133920923,0.225936693837866,0.722453199326992,0.585834672208875,0.718750963686034,0.861686794320121,0.580234691035002,0.828314703889191,0.974677874241024,0.769075814401731,0.855377404252067,0.741846674587578,0.70205916557461,0.367790793767199,0.382917014881968,0.916181685170159,0.970488340361044,0.767373356502503,0.2787797274068,0.196267142426223,0.873222227906808
"DXV_10857","CMS1",0.554257034597373,0.597268614301901,0.391062897969604,0.410194017349342,0.459796759530876,0.275886069359646,0.505206399036824,0.490188617806922,0.245077298406245,0.290984550477048,0.231401271047539,0.156385647785734,0.549177220324054,0.318614211166278,0.506141627207398,0.348946092883125,0.175035353284329,0.444737502606586,0.865016419906169,0.999604199547321,0.740918656345457,0.933128501521423,0.0782346513587981,0.118416726123542,0.0126598053611815,0.833764273906127,0.907413364388049,0.915285805473104,0.0124947328586131,0.205654432065785,0.0850815805606544,0.89886707207188,0.188158288598061,0.971073644468561,0.0435186475515366,0.0578198190778494,0.687570845009759,0.340891949832439,0.568157064029947,0.0936275396961719
